Row,Status,Error,Preview
806,✅ Success,,"In earthwork, what does the term 'Optimum Moisture Content' (OMC) refer to?"
807,✅ Success,,What field test is most commonly used to determine the in-place density of compa...
808,✅ Success,,"When casting concrete in hot weather (e.g., summer in Saudi Arabia), what is the..."
809,✅ Success,,What is the primary purpose of 'curing' concrete?
810,✅ Success,,Which additive is commonly used in concrete to resist freeze-thaw cycles (though...
811,✅ Success,,"For a standard compressive strength test (ASTM C39), concrete cylinders are usua..."
812,✅ Success,,"In reinforced concrete, what is 'concrete cover'?"
813,✅ Success,,A soil with a high 'Plasticity Index' (PI) is generally considered:
814,✅ Success,,What is the purpose of 'Vibrating' concrete during placement?
815,✅ Success,,"When overlapping (splicing) reinforcing steel bars (rebar), the length of the la..."
816,✅ Success,,What defect is caused by adding excess water to a concrete mix at the job site t...
817,✅ Success,,Which type of cement is specified for concrete structures exposed to severe sulf...
818,✅ Success,,"According to SAES-Q-001, what is the required protection for reinforcing steel u..."
819,✅ Success,,What is 'Honeycombing' in concrete?
820,✅ Success,,What does 'FDT' stand for in civil earthwork inspection?
821,✅ Success,,"When casting a concrete slab, what is the purpose of 'control joints' (contracti..."
822,✅ Success,,A structural drawing calls for a 'chamfer' on all exposed concrete columns. What...
823,✅ Success,,What is the purpose of a 'Waterstop' in a concrete structure?
824,✅ Success,,"Which test is used to measure the consistency, workability, and flowability of f..."
825,✅ Success,,"When backfilling around a newly constructed concrete retaining wall, what precau..."
826,✅ Success,,What is the allowable tolerance for the placement of reinforcing steel (cover) a...
827,✅ Success,,What is a 'Bleeding' in freshly placed concrete?
828,✅ Success,,What non-destructive test can be used to estimate the in-place compressive stren...
829,✅ Success,,"During asphalt paving operations, what is the purpose of applying a 'Tack Coat'?"
830,✅ Success,,What is 'Laitance' on a concrete surface?
831,✅ Success,,"When pouring a deep concrete column, why is a 'tremie' pipe or elephant trunk us..."
832,✅ Success,,"In surveying and site layout, what does a 'Benchmark' (BM) represent?"
833,✅ Success,,Why are 'Spacers' (or chairs) used when tying rebar inside formwork?
834,✅ Success,,What is the required ambient condition for storing epoxy-coated rebar on site?
835,✅ Success,,"In road construction, what is the layer immediately beneath the asphalt surface ..."
836,✅ Success,,Which admixture is used to drastically increase the slump (flowability) of concr...
837,✅ Success,,What is the standard test to measure the temperature of freshly mixed concrete?
838,✅ Success,,"If a concrete cylinder fails its 28-day compressive strength test, what is the s..."
839,✅ Success,,What does 'Curing Compound' do when sprayed on fresh concrete?
840,✅ Success,,"When welding reinforcing steel, what is the most critical material property to v..."
841,✅ Success,,"In soil compaction, what is the purpose of a 'Sheep's Foot' roller?"
842,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the comprehensive Quality Control inspection process for a major concre...
843,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the significance of the Water-Cement (W/C) ratio in concrete mix design....
844,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the procedure for evaluating a failed 28-day concrete cylinder test. What...
845,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the specific challenges and required mitigation strategies for casting c...
846,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"What is Soil Compaction, and why is it necessary? Explain the relationship betwe..."
847,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Outline the inspection requirements for Epoxy-Coated Reinforcing Steel (FBE coat...
848,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the procedure for performing a Field Density Test using a Nuclear Moist...
849,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the different types of joints used in concrete slabs on grade (Construct...
850,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You inspect a newly stripped concrete wall and find severe 'Honeycombing' exposi...
851,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the importance of Anchor Bolt surveying and setting prior to casting con...
852,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"What is non-shrink grout, where is it used, and what specific QC checks are requ..."
853,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the difference between 'Flexible' (Asphalt) and 'Rigid' (Concrete) pavem...
854,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the inspection requirements for Hot Mix Asphalt (HMA) paving operations. ...
855,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the mechanisms of Sulfate Attack and Chloride-induced Corrosion in reinf...
856,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the Standard Penetration Test (SPT) used in geotechnical investigations...
857,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"What is 'Plastic Shrinkage Cracking' in concrete? When does it occur, what cause..."
858,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are inspecting structural steel erection. Explain the QC requirements for ve...
859,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the importance of maintaining an accurate 'As-Built' survey for undergro...
860,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the procedure and purpose of a 'Pile Load Test' (Static Load Test) for d...
861,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"What is 'Laitance', why is it detrimental to construction joints, and how must a..."
862,✅ Success,,A concrete transit mixer arrives on site. The ticket shows it was batched 2 hour...
863,✅ Success,,"During a slump test, after removing the cone, the concrete simply collapses into..."
864,✅ Success,,"You see a laborer using a high-pressure hose to wash down the formwork, leaving ..."
865,✅ Success,,What is the difference between 'Curing' and 'Drying' concrete?
866,✅ Success,,Why do we cover epoxy-coated rebar with tarps while it sits in the laydown yard?
867,✅ Success,,You are testing compacted soil with a nuclear gauge. The reading shows 89% compa...
868,✅ Success,,A concrete pump operator is dropping concrete 4 meters down into a column form w...
869,✅ Success,,What is 'Concrete Cover' and why is it so strictly inspected?
870,✅ Success,,You find the contractor welding rebar together because they ran out of tie wire....
871,✅ Success,,Explain the purpose of a 'Waterstop' in a concrete retaining wall.
872,✅ Success,,The contractor is pouring concrete and it's raining heavily. What do you do?
873,✅ Success,,What does a 'Schmidt Hammer' (Rebound Hammer) tell you about concrete?
874,✅ Success,,Why must we vibrate concrete?
875,✅ Success,,What happens if a worker leaves the vibrator in one spot in the concrete for a l...
876,✅ Success,,What is the difference between a Construction Joint and a Control Joint?
877,✅ Success,,"You see a dark, damp patch on the outside of a concrete water tank that was pour..."
878,✅ Success,,Explain 'Tack Coat' and 'Prime Coat' in asphalt paving.
879,✅ Success,,What is the role of the Surveyor's 'Benchmark'?
880,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"The concrete cylinder failed at 28 days. The project manager says, 'Just pour th..."
881,✅ Success,,Why do we chamfer the corners of concrete columns?
882,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify the equipment required to perform a Concrete Slump Test (ASTM C143) and...
883,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to read a batch ticket from a ready-mix concrete truck to ensure...
884,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a physical rebar cage (or photograph). Identify at least 3 critical QC c...
885,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a set of 3 concrete test cylinders cast yesterday, demonstrate how they sh..."
886,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a compaction test report (Proctor curve and Field Density Test). Determin...
887,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the use of a digital thermometer to measure the temperature of fresh...
888,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a photo of a newly stripped concrete column showing severe 'honeycombing...
889,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a structural drawing, locate the requirement for concrete cover on a found..."
890,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain how to verify the installation of a PVC Waterstop in a construction join...
891,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a batch ticket where the contractor added 20 gallons of water at the site...
892,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the visual inspection of structural steel high-strength bolts tighte...
893,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a photo of an asphalt paving operation. The roller is working far behind...
894,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a set of construction drawings, identify the difference between a Plan vie..."
895,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to check the plumbness (vertical alignment) of a concrete column...
896,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Evaluate a scenario: You are pouring a large slab. The ready-mix plant breaks do...
897,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Inspect a photo of epoxy-coated rebar showing a large chip in the green coating,..."
898,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe how you would verify the thickness of an asphalt road course during lay...
899,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You notice plastic shrinkage cracks appearing on a concrete slab 30 minutes afte...
900,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Check a foundation excavation (trench) before concrete blinding is poured. What ...
901,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to verify that a freshly applied curing compound is adequate.
902,✅ Success,,"According to NACE SP0169, what is the primary criterion for adequate cathodic pr..."
903,✅ Success,,"In a galvanic (sacrificial) anode cathodic protection system, what drives the pr..."
904,✅ Success,,Which reference electrode is most commonly used for measuring pipe-to-soil poten...
905,✅ Success,,What reference electrode is typically used for measuring potentials in seawater ...
906,✅ Success,,What is 'IR Drop' in the context of Cathodic Protection measurements?
907,✅ Success,,"In an Impressed Current Cathodic Protection (ICCP) system, what is the function ..."
908,✅ Success,,Which of the following is a common material used for Impressed Current Anodes?
909,✅ Success,,What is the alternative NACE criterion for adequate cathodic protection if the -...
910,✅ Success,,What is 'Stray Current' corrosion?
911,✅ Success,,"When installing a galvanic anode (e.g., magnesium) in soil, what surrounds the a..."
912,✅ Success,,"In CP testing, what does the term 'Native Potential' or 'Static Potential' mean?"
913,✅ Success,,"What device is installed in a pipeline at specific locations (e.g., entering a p..."
914,✅ Success,,"What is the risk of 'Over-protection' (driving the potential too negative, e.g.,..."
915,✅ Success,,"When measuring pipe-to-soil potential with a standard digital multimeter, which ..."
916,✅ Success,,What instrument is required to accurately perform 'Instant-Off' potential measur...
917,✅ Success,,Which method is most commonly used to measure the electrical resistivity of the ...
918,✅ Success,,"In an Impressed Current system, how must the DC cables be connected to ensure pr..."
919,✅ Success,,What is the primary purpose of a 'CIPS' (Close Interval Potential Survey) on a b...
920,✅ Success,,What is a 'DCVG' (Direct Current Voltage Gradient) survey used for?
921,✅ Success,,"Why must thermite welds (e.g., Cadweld) used to attach CP cables to a pipeline b..."
922,✅ Success,,A galvanic magnesium anode is tested before connection to the pipeline. Its open...
923,✅ Success,,What device allows CP current to pass between a pipeline and a plant grounding g...
924,✅ Success,,Which of the following environments has the LOWEST electrical resistivity (and i...
925,✅ Success,,When conducting a current requirement test on a new pipeline to size a CP system...
926,✅ Success,,What is the typical consumption rate of a High Silicon Cast Iron (HSCI) impresse...
927,✅ Success,,An insulating flange kit fails and shorts out. What is the immediate effect on t...
928,✅ Success,,What is 'Microbiologically Influenced Corrosion' (MIC)?
929,✅ Success,,"During a CP survey, you measure a pipe-to-soil potential of -1.150 V (CSE) with ..."
930,✅ Success,,Why must the porous plug of a Copper/Copper Sulfate (CSE) reference electrode be...
931,✅ Success,,What is a 'Deep Well Groundbed' in ICCP systems?
932,✅ Success,,"When testing the insulation of an isolation flange BEFORE it is buried, what is ..."
933,✅ Success,,What is the purpose of 'Coke Breeze' backfill in an Impressed Current groundbed?
934,✅ Success,,A pipeline runs parallel to a high-voltage overhead AC transmission line. What C...
935,✅ Success,,"In a Galvanic (Sacrificial) Anode system, what restricts the total current outpu..."
936,✅ Success,,Which testing method verifies the bond between the copper cable and the steel pi...
937,✅ Success,,What is 'Depolarization' in the context of CP criteria?
938,✅ Success,,Why must you place the reference electrode exactly over the centerline of the bu...
939,✅ Success,,What does the term 'Attenuation' mean in a cathodic protection system?
940,✅ Success,,"When installing a Transformer Rectifier, what must be done to the enclosure for ..."
941,✅ Success,,What is a 'Bond Box' or 'Resistance Bond' used for where two different pipelines...
942,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the theory of Cathodic Protection. Detail the four required components o...
943,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Compare and contrast Galvanic (Sacrificial) Anode systems with Impressed Current...
944,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the procedure for performing a 'Close Interval Potential Survey' (CIPS)...
945,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is 'Stray Current Interference'? Describe a scenario where it occurs betwee...
946,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the NACE SP0169 criteria for Cathodic Protection. Explain the difference ...
947,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are inspecting the installation of a Deep Well Groundbed for an ICCP system....
948,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the function of a Transformer Rectifier (TR) in an ICCP system. Describe...
949,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the installation and testing of an Insulating Flange Kit (Isolation Join...
950,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is 'Cathodic Disbondment' and why is it a major concern for pipeline integr...
951,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the procedure for performing a Soil Resistivity survey using the Wenner...
952,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the procedure for preparing and executing a Thermite Weld (Cadweld) to at...
953,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is a 'DCVG' survey and how does it differ from a 'CIPS' survey? When would ...
954,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the concept of 'AC Mitigation' on pipelines sharing a corridor with high...
955,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain how a Copper/Copper Sulfate (CSE) Reference Electrode works. How do you ...
956,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A new pipeline has been installed and coated with 3LPE. The CP system is turned ...
957,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You arrive at a test station to measure CP potentials. The wire is broken off fl...
958,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the structure and function of a 'Test Station' in a CP system. What typ...
959,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the hazards of Hydrogen Embrittlement related to Cathodic Protection. Wh...
960,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is 'Microbiologically Influenced Corrosion' (MIC)? How do Sulfate-Reducing ...
961,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are commissioning a newly installed Impressed Current CP system. Outline the...
962,✅ Success,,Why is the 'Instant-Off' potential measurement considered more accurate than the...
963,✅ Success,,You measure a pipe-to-soil potential of -0.650 V (CSE). The pipeline has no CP c...
964,✅ Success,,What is the difference between a Sacrificial Anode and an Impressed Current Anod...
965,✅ Success,,You open a rectifier cabinet and see that the positive cable is bolted to the st...
966,✅ Success,,Why must you coat a thermite weld (Cadweld) on a pipeline?
967,✅ Success,,What is 'Cathodic Disbondment'?
968,✅ Success,,How does a Copper/Copper Sulfate Reference Electrode work?
969,✅ Success,,You are doing a CP survey and your multimeter numbers are jumping all over the p...
970,✅ Success,,What is 'Stray Current' and why is it dangerous?
971,✅ Success,,What is an Isolation Flange kit used for?
972,✅ Success,,Why do we put 'Coke Breeze' around Impressed Current anodes in a groundbed?
973,✅ Success,,Explain the 100 mV Polarization Shift criterion.
974,✅ Success,,What is the difference between CIPS and DCVG surveys?
975,✅ Success,,A magnesium anode is connected to a pipeline. The soil is dry sand with a resist...
976,✅ Success,,What is the risk of having a CP potential of -1.300 V on a high-strength steel p...
977,✅ Success,,"When taking a pipe-to-soil measurement, which color lead of the multimeter goes ..."
978,✅ Success,,You are inspecting an isolation flange using a standard digital multimeter set t...
979,✅ Success,,What is a Solid State Decoupler (SSD) used for on a pipeline?
980,✅ Success,,What does 'Attenuation' mean in a cathodic protection system?
981,✅ Success,,How do you 'Hammer Test' a thermite weld?
982,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to properly set up a digital multimeter and a Copper/Copper Sulf...
983,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a CP survey log. The 'On' potential is -1.250 V. The 'Instant-Off' potent...
984,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify the components required to make a Thermite Weld (Cadweld) on a pipe and...
985,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are provided with an unfamiliar Rectifier. Demonstrate how you would safely ...
986,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a Copper/Copper Sulfate Reference Electrode (CSE) and determine if it is...
987,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a Soil Resistivity Meter (e.g., Nilsson) and 4 pins, draw the setup for a ..."
988,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Review a schematic of an Impressed Current CP system. Identify the Rectifier, An..."
989,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,An isolation flange is installed above ground. Demonstrate how you would test it...
990,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain how to perform a 100 mV Polarization Decay (Depolarization) test.
991,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a photograph of an excavated pipeline showing severe pitting corrosion g...
992,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Calculate the expected current output of a Magnesium Anode system. Driving volta...
993,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You measure the potential on a pipeline and get a reading of +0.850 V instead of...
994,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a set of CIPS (Close Interval Potential Survey) data plotted on a graph. ...
995,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to read a Rectifier Shunt to determine current output. The shunt...
996,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Evaluate a scenario: A pipeline is protected by ICCP. The rectifier is maxed out...
997,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify the difference between a Magnesium anode and a Zinc anode visually or b...
998,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a test station box. There are two thick cables and two thin cables. Expl...
999,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are tasked with installing a galvanic anode. Demonstrate the preparation of ...
1000,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a DCVG (Direct Current Voltage Gradient) survey report. The operator note...
1001,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the safety procedures required when working on a pipeline affected by AC...
1002,✅ Success,,"According to TIA/EIA-568 standards, what is the maximum allowable permanent link..."
1003,✅ Success,,"When terminating a Cat 6 UTP cable onto an RJ45 jack, how much untwisting of the..."
1004,✅ Success,,"In single-mode fiber optic cabling (SMF), what is the typical core diameter?"
1005,✅ Success,,What is the primary cause of 'Attenuation' in an optical fiber?
1006,✅ Success,,When performing an OTDR (Optical Time-Domain Reflectometer) test on a fiber opti...
1007,✅ Success,,"According to Saudi Aramco standard SAES-T-911, what is the required physical sep..."
1008,✅ Success,,What is 'NEXT' in copper data cabling testing?
1009,✅ Success,,Which fiber optic connector type uses a 'push-pull' latching mechanism and has a...
1010,✅ Success,,"In outside plant (OSP) fiber optic cable installation, what is the primary purpo..."
1011,✅ Success,,"When terminating structured cabling, the T568B wiring scheme dictates that Pin 1..."
1012,✅ Success,,What is the maximum acceptable insertion loss (attenuation) for a single fusion ...
1013,✅ Success,,Which of the following wavelengths is standard for long-haul Single-Mode Fiber (...
1014,✅ Success,,"In a telecommunications grounding system (TMGB/TGB), what is the maximum accepta..."
1015,✅ Success,,What does the term 'PoE' stand for in networking?
1016,✅ Success,,A contractor is pulling a 48-core fiber optic cable through a conduit. What is a...
1017,✅ Success,,"In microwave radio communications, what does 'Line of Sight' (LOS) refer to?"
1018,✅ Success,,What is 'Return Loss' in a copper data cabling test?
1019,✅ Success,,Which tool is mandatory for definitively certifying that a newly installed Cat 6...
1020,✅ Success,,"What is an 'APC' (Angled Physical Contact) fiber optic connector, and why is it ..."
1021,✅ Success,,"In an industrial plant, a communication network is being designed for critical S..."
1022,✅ Success,,What is the standard impedance of coaxial cable used for broadband video (CCTV/C...
1023,✅ Success,,"According to Saudi Aramco standard SAES-T-928, what is the required clearance de..."
1024,✅ Success,,When installing a Wireless Access Point (WAP) in an explosion-proof (Zone 1) haz...
1025,✅ Success,,What is 'Alien Crosstalk' (AXT) in data cabling?
1026,✅ Success,,"In a Public Address / General Alarm (PA/GA) system, why is a 100V (or 70V) line ..."
1027,✅ Success,,What does the term 'MAC Address' refer to in a communications network?
1028,✅ Success,,A fiber optic 'V-Groove' is commonly associated with which process?
1029,✅ Success,,What is the standard test method for determining if a fiber optic end-face is cl...
1030,✅ Success,,"In a CCTV camera installation, what does the 'Varifocal' lens feature allow the ..."
1031,✅ Success,,Which testing parameter indicates the difference in arrival time of signals on t...
1032,✅ Success,,"According to BICSI best practices, what is the minimum bend radius for a 4-pair ..."
1033,✅ Success,,What is an 'ODF' in a telecommunications room?
1034,✅ Success,,"In industrial networking, RS-485 is a standard for:"
1035,✅ Success,,"When installing conduit for telecom cables in a concrete slab, why are 'sweep' b..."
1036,✅ Success,,What is the purpose of a 'Consolidation Point' (CP) in a structured cabling desi...
1037,✅ Success,,What is the function of an 'Optical Attenuator' in a fiber optic link?
1038,✅ Success,,"In an IP-based CCTV system, what does 'PTZ' stand for?"
1039,✅ Success,,"According to Saudi Aramco standard SAES-T-888, what is the backup power requirem..."
1040,✅ Success,,"When measuring the shielding effectiveness of a coaxial cable, a 'TDR' is often ..."
1041,✅ Success,,What is 'OM3' fiber?
1042,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the comprehensive quality control testing procedure for certifying a ne...
1043,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the difference between Single-Mode Fiber (SMF) and Multi-Mode Fiber (MMF...
1044,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are a QC inspector witnessing fiber optic fusion splicing. Detail the steps ...
1045,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"What is an OTDR (Optical Time-Domain Reflectometer)? Explain how it works, what ..."
1046,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the installation requirements for outside plant (OSP) buried telecommuni...
1047,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Explain the concept of 'Power over Ethernet' (PoE). What are the advantages, wha..."
1048,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is 'Structured Cabling'? Describe the hierarchical topology including the M...
1049,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"A CCTV camera provides a blurry image at night, but a clear image during the day..."
1050,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are inspecting a telecommunications grounding system (TMGB/TGB). Detail the ...
1051,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain what a 'Split Pair' is in a UTP cable termination. Why does a simple wir...
1052,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the function and inspection criteria for a Public Address / General Ala...
1053,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What are the key QC considerations when installing Wireless Access Points (WAPs)...
1054,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the safety hazards associated with working on fiber optic cables and las...
1055,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the difference between 'Tier 1' and 'Tier 2' testing for fiber optic cab...
1056,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are reviewing the 'Optical Loss Budget' calculation for a proposed 5km singl...
1057,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is 'Return Loss' in fiber optics (ORL - Optical Return Loss)? Why is it cri...
1058,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the design and QC inspection of a telecommunications equipment room (MD...
1059,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"In an Access Control System (ACS), describe the typical components at a secure d..."
1060,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is 'Bend Radius' and why is it critical for both Copper (Cat 6A) and Fiber ...
1061,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the purpose and testing of an IP-based Telephone system (VoIP). What net...
1062,✅ Success,,A contractor is pulling Cat 6 cable with a truck. What do you do and why?
1063,✅ Success,,You are inspecting a patch panel and notice the installer has untwisted 2 inches...
1064,✅ Success,,What is the difference between a 'Permanent Link' and a 'Channel' in structured ...
1065,✅ Success,,What does a flashing red laser (VFL - Visual Fault Locator) do in fiber optics?
1066,✅ Success,,Why must you never look directly into a disconnected fiber optic cable?
1067,✅ Success,,What is the difference between an SC connector and an LC connector?
1068,✅ Success,,Why do we use an OTDR instead of just a flashlight to test a long fiber cable?
1069,✅ Success,,A CCTV camera on a metal pole is showing moving horizontal lines (hum bars) on t...
1070,✅ Success,,What is 'Power over Ethernet' (PoE)?
1071,✅ Success,,Why is a 'Service Loop' (Slack loop) left at the end of a telecom cable run?
1072,✅ Success,,What is the purpose of an MDF (Main Distribution Frame)?
1073,✅ Success,,You are asked to test a fiber with an OLTS (Optical Loss Test Set). What two pie...
1074,✅ Success,,Why do we use Single-Mode Fiber for long distances instead of Multi-Mode?
1075,✅ Success,,"What color is the jacket of a standard Single-Mode fiber patch cord, and what co..."
1076,✅ Success,,What is a 'Split Pair' error in copper cabling?
1077,✅ Success,,Why must you meticulously clean a fiber optic connector before plugging it in?
1078,✅ Success,,What is 'NEXT' (Near-End Crosstalk)?
1079,✅ Success,,You are inspecting a telecom rack and see a green/yellow wire connecting the rac...
1080,✅ Success,,"What is an APC (Angled Physical Contact) fiber connector, and what color is it?"
1081,✅ Success,,"In Access Control, what is the difference between a 'Fail Safe' and 'Fail Secure..."
1082,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the proper technique for stripping and terminating a Cat 6 UTP cable...
1083,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a Fluke DSX CableAnalyzer (or similar), demonstrate how to set up the test..."
1084,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Inspect a physical OTDR trace printout. Identify the launch event, a fusion spli..."
